epoch,lam,loss,mse_loss,ltn_loss,val_loss,val_mse_loss,val_ltn_loss,val_rmse_0,val_rmse_1,val_rmse_2,val_rmse_3,val_rmse_4,val_r1_ndvi,val_r2_height,val_r3_ordering,val_r4_nonneg,val_r5_species,val_r6_seasonal
17,0.3,0.3233462466913111,0.2605947931023205,0.20917150553535013,0.3216458797454834,0.2614063024520874,0.2007986068725586,11.808796882629395,12.19469165802002,22.463459014892578,24.366933822631836,18.950634002685547,0.8963178873062134,0.7898502230644227,0.040664222091436386,0.9902491331100464,0.9862512350082397,0.5866959869861603
18,0.3,0.3111519778476042,0.2472100573427537,0.2131397198228275,0.29904631674289706,0.23395094871520997,0.21698455810546874,9.497248649597168,11.883432388305664,18.334903717041016,16.85057258605957,17.357995986938477,0.8946623206138611,0.7628527164459229,0.04062120914459229,0.9185524225234986,0.9885805249214172,0.5490269482135772
19,0.3,0.31493321762365456,0.24892948743175058,0.22001241585787604,0.3005979061126709,0.23846153914928436,0.20712121725082397,7.835892200469971,11.63364315032959,12.067669868469238,22.895647048950195,22.339698791503906,0.896990180015564,0.759042227268219,0.040980493277311326,0.9971784234046936,0.9888343334197998,0.5562087953090668
20,0.3,0.2911342119469362,0.22481106922906988,0.22107713713365443,0.29353657364845276,0.2246401160955429,0.22965487241744995,10.873554229736328,12.007125854492188,15.684436798095703,16.592788696289062,13.479692459106445,0.893791925907135,0.7250813364982605,0.04025605618953705,0.9071013927459717,0.9852324008941651,0.4907444715499878
21,0.3,0.296355194905225,0.23210165342863867,0.2141784569796394,0.2832899272441864,0.21539935767650603,0.2263018846511841,9.753704071044922,11.720898628234863,14.479463577270508,16.332056045532227,15.55548095703125,0.8944960594177246,0.7217824339866639,0.040355725586414336,0.9266366720199585,0.9856680750846862,0.5129224538803101
22,0.3,0.27254118463572335,0.20501562514725855,0.2250851778423085,0.27936341166496276,0.21236831843852996,0.22331697940826417,9.060382843017578,11.568588256835938,13.76425838470459,15.704909324645996,14.95346450805664,0.892412006855011,0.7346882820129395,0.0402817539870739,0.9457410573959351,0.9760193705558777,0.5158133268356323
23,0.3,0.2642966824419358,0.19789022733183467,0.2213548456921297,0.2801872193813324,0.21333350241184235,0.22284570932388306,11.59472942352295,11.338885307312012,16.419147491455078,15.018247604370117,14.233342170715332,0.8940872311592102,0.7420670032501221,0.04023307710886002,0.9351023674011231,0.9819155335426331,0.4922530770301819
24,0.3,0.2505668498137418,0.1863705261665232,0.21398772912866929,0.2772142469882965,0.2101422816514969,0.22357319593429564,11.08621597290039,11.209787368774414,17.155427932739258,18.327600479125977,19.34855079650879,0.8984487175941467,0.7186619162559509,0.040760450065135956,0.9615593910217285,0.9842876553535461,0.4698788821697235
25,0.3,0.25313955983694864,0.18507838906610713,0.2268705648534438,0.26613829433918,0.19749450385570527,0.22881261110305787,10.560437202453613,10.990012168884277,18.905717849731445,15.985818862915039,13.27529525756836,0.8960134983062744,0.6960037469863891,0.04064560309052467,0.9625700116157532,0.9794026613235474,0.4954604685306549
26,0.3,0.24706289084518657,0.17909956066047444,0.2265444327803219,0.26977925300598143,0.2026454895734787,0.22377917766571045,13.036402702331543,11.182217597961426,20.355928421020508,17.76258087158203,16.768327713012695,0.8990551114082337,0.7153870463371277,0.0406802736222744,0.9670496940612793,0.9753868699073791,0.4929569959640503
27,0.3,0.2539753168821335,0.18509498983621597,0.2296010781736935,0.2546090424060822,0.18746815323829652,0.22380294799804687,10.689042091369629,10.777400016784668,14.921463966369629,15.757087707519531,14.998826026916504,0.8949246287345887,0.7224527359008789,0.04042287096381188,0.961000394821167,0.9715918064117431,0.5204121828079223
28,0.3,0.23092670563389273,0.16394358741886475,0.22327705691842473,0.25007743537425997,0.17993430346250533,0.23381041288375853,13.889325141906738,10.881123542785645,12.70158576965332,15.390081405639648,12.113365173339844,0.8909567475318909,0.707172405719757,0.04004388526082039,0.9372311592102051,0.9699229598045349,0.45616931915283204
29,0.3,0.23077335340135238,0.1655897007269018,0.21727883114534266,0.2520883411169052,0.18235357999801635,0.232449209690094,11.606812477111816,11.125576972961426,15.650806427001953,15.934463500976562,16.539989471435547,0.8961275935173034,0.6869680643081665,0.04052965939044952,0.960225772857666,0.9681548833847046,0.47253316044807436
30,0.3,0.22843251859440522,0.15793454910025878,0.23499322288176594,0.2485010415315628,0.17736334204673768,0.2371256470680237,10.535407066345215,10.878416061401367,17.011859893798828,16.607887268066406,14.136887550354004,0.8965028524398804,0.6881623268127441,0.0406426340341568,0.9205974340438843,0.9678467750549317,0.4809616982936859
31,0.3,0.2147414430099375,0.14682802382637472,0.22637805517982035,0.24547653496265412,0.17612075805664062,0.2311859130859375,13.236601829528809,10.993062973022461,13.206109046936035,14.300214767456055,12.52431583404541,0.8929580688476563,0.7105571746826171,0.040385527163743974,0.9603313088417054,0.9529522657394409,0.4672619581222534
32,0.3,0.21675370633602142,0.148778139230083,0.22658521988812616,0.2401776969432831,0.16781524419784546,0.24120815992355346,11.308150291442871,10.905350685119629,11.963703155517578,14.252022743225098,10.563273429870605,0.8917477607727051,0.6807686924934387,0.040280792862176895,0.9342026591300965,0.9548234462738037,0.4597072720527649
33,0.3,0.20592987625037923,0.13817215272608926,0.22585907052544987,0.25251449942588805,0.18191642165184022,0.2353269338607788,11.917055130004883,11.045646667480469,14.15041446685791,15.665491104125977,14.141091346740723,0.8960874319076538,0.7008746862411499,0.04061679467558861,0.9280576825141906,0.959048616886139,0.4717876732349396
34,0.3,0.21727509621311636,0.14893985013751423,0.22778414628084967,0.24131568074226378,0.16984053552150727,0.238250470161438,10.57282543182373,10.949438095092773,13.286918640136719,14.590414047241211,12.177763938903809,0.8933781504631042,0.6832177519798279,0.04030697718262673,0.9431004762649536,0.9541883826255798,0.4753935098648071
35,0.3,0.20273819215157451,0.1315662781981861,0.23723970090641694,0.24176764190196992,0.17169980108737945,0.2335594654083252,9.3256196975708,10.876500129699707,14.242518424987793,14.240996360778809,12.655473709106445,0.8938490629196167,0.7086221098899841,0.04031069725751877,0.9347874999046326,0.9504810214042664,0.4928449153900146
36,0.3,0.19886351508252761,0.13083266291548223,0.22676948940052705,0.24052656292915345,0.17251909673213958,0.22669154405593872,11.351612091064453,10.718535423278809,17.047672271728516,14.741436958312988,15.913872718811035,0.8952505946159363,0.7344099044799804,0.040423864126205446,0.9400764226913452,0.9510569095611572,0.4986657500267029
37,0.3,0.19736437587177053,0.12972028860274484,0.22548028651405783,0.24468424022197724,0.1741547554731369,0.23509825468063356,12.065808296203613,10.772750854492188,15.793925285339355,13.462799072265625,14.475309371948242,0.8949149489402771,0.7103846549987793,0.04035002514719963,0.9217363715171814,0.9474819898605347,0.48225811719894407
38,0.3,0.20157464988091411,0.13276914200362036,0.22935167831533096,0.24082747399806975,0.1692820057272911,0.23848488330841064,11.206740379333496,10.601799011230469,12.216806411743164,13.456339836120605,11.466253280639648,0.8926518201828003,0.6952013611793518,0.04022169262170792,0.9309882998466492,0.9438199162483215,0.4792009353637695
39,0.3,0.20402180271990158,0.13666889816522598,0.22450967396006866,0.2523482084274292,0.18271326124668122,0.23211647272109986,12.204543113708496,10.641179084777832,17.88195037841797,17.575458526611328,18.098703384399414,0.8990790843963623,0.7032518506050109,0.040740276128053664,0.9405599474906922,0.948844313621521,0.4937824606895447
40,0.3,0.20154918467297273,0.13259426723508275,0.22984972070245183,0.2328043043613434,0.1621271088719368,0.23559064865112306,12.352134704589844,10.746350288391113,11.843242645263672,14.290438652038574,11.3528470993042,0.8922105431556702,0.7077353596687317,0.04015534743666649,0.9317948818206787,0.9492101430892944,0.4724523603916168
41,0.3,0.1920117157347062,0.1263606938369134,0.2188367247581482,0.24996639788150787,0.17811113893985747,0.23951752185821534,13.131307601928711,10.716479301452637,18.544912338256836,17.235097885131836,16.834178924560547,0.8991521120071411,0.6782027125358582,0.04072327092289925,0.9289070010185242,0.9480819463729858,0.4667756140232086
42,0.3,0.1908942285706015,0.12358869042466669,0.2243517742437475,0.2372826784849167,0.16392386704683304,0.2445293664932251,12.63223934173584,10.852534294128418,11.280336380004883,14.48129653930664,10.517298698425293,0.8933653354644775,0.6671786904335022,0.040321394056081775,0.9310200214385986,0.9455604195594788,0.44508028626441953
43,0.3,0.1776968126787859,0.10605649168000501,0.23880105509477503,0.24543125033378602,0.1723572850227356,0.2435798764228821,13.131925582885742,10.694597244262695,15.070694923400879,15.22715950012207,15.057391166687012,0.8968523502349853,0.6702986240386963,0.04059426188468933,0.9201919555664062,0.9446558475494384,0.45849446654319764
44,0.3,0.18445758258595185,0.1130429282784462,0.2380488444777096,0.23749690651893615,0.16576633751392364,0.23910189867019654,14.570582389831543,10.613911628723145,15.834786415100098,15.092598915100098,14.65961742401123,0.896946930885315,0.6878545999526977,0.040553385764360426,0.9248578548431396,0.9480649948120117,0.4589602768421173
45,0.3,0.18368270379655502,0.11443174674230464,0.2308365176705753,0.23532941639423371,0.16389422714710236,0.2381173014640808,13.343944549560547,10.613140106201172,15.084973335266113,14.51027774810791,12.916655540466309,0.8958070158958436,0.6940157771110534,0.04048814028501511,0.924595320224762,0.9460960507392884,0.469539076089859
46,0.3,0.18485299191054175,0.1147009129909908,0.23384025167016423,0.23444424271583558,0.16211571991443635,0.2410950779914856,13.196503639221191,10.595726013183594,13.596146583557129,14.191421508789062,12.036506652832031,0.8943690538406373,0.6856303453445435,0.04044284150004387,0.9238755822181701,0.9442536115646363,0.4620242714881897
47,0.3,0.1816799561767017,0.11059256204787422,0.23695796728134155,0.23662969172000886,0.16472411453723906,0.23968523740768433,12.650016784667969,10.635376930236816,14.797369003295898,14.042532920837402,13.19660758972168,0.8955625653266907,0.691568398475647,0.04051397740840912,0.9243382453918457,0.9418590784072876,0.4643097877502441
48,0.3,0.17612519246690414,0.10575105074573965,0.23458046422285192,0.23410959243774415,0.16240389496088029,0.23901898860931398,11.39250373840332,10.62267017364502,15.557759284973145,14.313821792602539,13.464815139770508,0.8955029368400573,0.6981557250022888,0.040446846187114714,0.9161104321479797,0.9420645952224731,0.4695306658744812
49,0.3,0.18594028844552882,0.11643578199779286,0.23168168348424575,0.23462038934230806,0.16373725831508637,0.23627710342407227,12.367630958557129,10.680774688720703,16.199268341064453,14.73823356628418,14.278909683227539,0.8962493538856506,0.7029644250869751,0.04054517820477486,0.9265932321548462,0.9433374166488647,0.4716614305973053
50,0.3,0.1909561052041895,0.12169339814606835,0.23087567792219274,0.2327509343624115,0.16138287931680678,0.23789349794387818,10.757149696350098,10.624629020690918,15.65015983581543,14.232563972473145,12.989133834838867,0.8947958707809448,0.7027505159378051,0.04039430767297745,0.9201144933700561,0.9414918065071106,0.4732747256755829
51,0.3,0.1804110495483174,0.1139614941442714,0.2214985034045051,0.23499425053596495,0.1634107545018196,0.23861163854599,11.222257614135742,10.681841850280762,16.601198196411133,14.705337524414062,14.244218826293945,0.8957063794136048,0.694925594329834,0.040467821061611176,0.9207003355026245,0.9444117784500122,0.4759333312511444
52,0.3,0.18415827260297887,0.1139040874207721,0.234180608216454,0.23320932686328888,0.16174421161413194,0.23821704387664794,11.06879711151123,10.624341011047363,15.185311317443848,14.207160949707031,13.392922401428223,0.8950158953666687,0.6990974903106689,0.040436024963855746,0.921167540550232,0.9424572587013245,0.47571263909339906
53,0.3,0.17722265334690318,0.10854249842026654,0.22893384624929988,0.23130932152271272,0.1600661903619766,0.23747708797454833,11.0491304397583,10.639394760131836,15.820528984069824,14.257551193237305,13.754307746887207,0.8951326727867126,0.7007945418357849,0.04046166241168976,0.9216002583503723,0.9449750781059265,0.47528200745582583
54,0.3,0.18113936571513906,0.1117637871819384,0.2312519199707929,0.2294905424118042,0.15813060998916625,0.23786641359329225,11.04857063293457,10.709258079528809,14.827973365783691,14.34011459350586,13.207470893859863,0.8947617292404175,0.6994658350944519,0.040435909479856494,0.9215360522270203,0.9454705595970154,0.4738278925418854
55,0.3,0.18142509898718664,0.11260590526987524,0.22939730742398431,0.2301253855228424,0.15867041498422624,0.2381832480430603,11.246015548706055,10.660258293151855,15.235387802124023,14.456989288330078,13.734725952148438,0.8952990531921386,0.6975027918815613,0.04047912508249283,0.9218866348266601,0.9451840639114379,0.47113996744155884
56,0.3,0.17917161128100226,0.11014934716855779,0.2300741953008315,0.23056711554527282,0.1592709332704544,0.23765393495559692,11.166125297546387,10.654913902282715,15.037948608398438,14.481928825378418,13.646577835083008,0.8953790664672852,0.6996393442153931,0.0405130572617054,0.9214815974235535,0.9447561144828797,0.4756565749645233
57,0.3,0.1852645383161657,0.11670246983275694,0.22854022418751435,0.2283453494310379,0.15708424896001816,0.2375369906425476,11.143750190734863,10.637772560119629,14.190417289733887,14.047800064086914,12.85053539276123,0.8947129487991333,0.7027376294136047,0.04043538123369217,0.9205022096633911,0.943893313407898,0.4758891224861145
58,0.3,0.18221775924458222,0.11337374282233856,0.22948004217708812,0.2307167410850525,0.15924180001020433,0.2382498025894165,11.3707275390625,10.591794967651367,14.684349060058594,14.169136047363281,13.513601303100586,0.895167350769043,0.6971686720848084,0.040443701297044755,0.9240146279335022,0.9424749135971069,0.4740805745124817
59,0.3,0.17106056476340575,0.10023812445647576,0.23607478422277114,0.2320272982120514,0.16069837808609008,0.23776307106018066,11.299152374267578,10.632356643676758,15.004210472106934,14.276543617248535,13.796334266662598,0.8952080726623535,0.6991269946098327,0.04046237543225288,0.924953031539917,0.9421343803405762,0.4746106624603271
60,0.3,0.17743973696933074,0.10836305425447576,0.2302556037902832,0.23279016613960266,0.16147515475749968,0.23771671056747437,11.35696792602539,10.742391586303711,14.447809219360352,14.3826265335083,13.320712089538574,0.8951222419738769,0.6986505389213562,0.04045968279242516,0.9250934720039368,0.9433048129081726,0.47367064356803895
