epoch,lam,loss,mse_loss,ltn_loss,val_loss,val_mse_loss,val_ltn_loss,val_rmse_0,val_rmse_1,val_rmse_2,val_rmse_3,val_rmse_4
1,0.03,2.1423580295899334,2.1423580295899334,0.0,2.1332866668701174,2.1332866668701174,0.0,15.672566413879395,17.1275577545166,31.69123077392578,49.781368255615234,38.31061553955078
2,0.06,2.1086278382469628,2.1086278382469628,0.0,2.055977535247803,2.055977535247803,0.0,15.664280891418457,17.097230911254883,31.586200714111328,49.67951583862305,38.25279235839844
3,0.09,1.9820160445045023,1.9820160445045023,0.0,1.864170503616333,1.864170503616333,0.0,15.586088180541992,16.915695190429688,31.229982376098633,49.38432693481445,38.09883117675781
4,0.12,1.7257368985344381,1.7257368985344381,0.0,1.4583970308303833,1.4583970308303833,0.0,15.297247886657715,16.18250274658203,29.895639419555664,48.38865661621094,37.74134063720703
5,0.15,1.2347798102042253,1.2347798102042253,0.0,0.8507005333900451,0.8507005333900451,0.0,14.847088813781738,13.253377914428711,24.31957244873047,42.36248016357422,36.579803466796875
6,0.18,0.6994702360209297,0.6994702360209297,0.0,0.5266561210155487,0.5266561210155487,0.0,14.929363250732422,11.43429946899414,22.90353775024414,39.86147689819336,30.03798484802246
7,0.21000000000000002,0.47794868314967437,0.47794868314967437,0.0,0.4548278033733368,0.4548278033733368,0.0,15.010491371154785,12.48326301574707,19.52633285522461,24.757658004760742,27.123592376708984
8,0.24,0.44016871206900654,0.44016871206900654,0.0,0.3906246244907379,0.3906246244907379,0.0,14.986771583557129,12.509149551391602,18.022472381591797,20.855146408081055,20.658403396606445
9,0.26999999999999996,0.387735293192022,0.387735293192022,0.0,0.38028854727745054,0.38028854727745054,0.0,14.776354789733887,11.674559593200684,15.684173583984375,21.729995727539062,19.411426544189453
10,0.3,0.34190306593390074,0.34190306593390074,0.0,0.32626221776008607,0.32626221776008607,0.0,14.035514831542969,12.062594413757324,15.155570983886719,19.971221923828125,17.550100326538086
11,0.3,0.29939129072077136,0.29939129072077136,0.0,0.285884752869606,0.285884752869606,0.0,12.539851188659668,11.889847755432129,16.751577377319336,20.804494857788086,16.98097801208496
12,0.3,0.26286624021389904,0.26286624021389904,0.0,0.266236338019371,0.266236338019371,0.0,11.22592544555664,12.272345542907715,17.509824752807617,21.361970901489258,17.35382843017578
13,0.3,0.23588808056186228,0.23588808056186228,0.0,0.2384735643863678,0.2384735643863678,0.0,9.831381797790527,11.588820457458496,17.543399810791016,21.094980239868164,14.582878112792969
14,0.3,0.21893908171092763,0.21893908171092763,0.0,0.23585925698280336,0.23585925698280336,0.0,10.354316711425781,11.679295539855957,20.49424171447754,17.670684814453125,14.374773979187012
15,0.3,0.1894631341976278,0.1894631341976278,0.0,0.22255071699619294,0.22255071699619294,0.0,8.152052879333496,11.636443138122559,21.541797637939453,17.014148712158203,16.60231590270996
16,0.3,0.17993264689165003,0.17993264689165003,0.0,0.21453560888767242,0.21453560888767242,0.0,9.246759414672852,11.365257263183594,19.56766128540039,16.350200653076172,14.710050582885742
17,0.3,0.1731321575010524,0.1731321575010524,0.0,0.1946921765804291,0.1946921765804291,0.0,9.330076217651367,10.94270133972168,15.196255683898926,15.897931098937988,12.047779083251953
18,0.3,0.17115414361743367,0.17115414361743367,0.0,0.21854398250579835,0.21854398250579835,0.0,10.696998596191406,11.292245864868164,20.8111572265625,21.119739532470703,16.350656509399414
19,0.3,0.14548551072092616,0.14548551072092616,0.0,0.2055254727602005,0.2055254727602005,0.0,13.85729694366455,11.056214332580566,17.977027893066406,19.95231819152832,15.022050857543945
20,0.3,0.14578409405315623,0.14578409405315623,0.0,0.19517430961132048,0.19517430961132048,0.0,11.808982849121094,11.29780387878418,13.798089981079102,15.957832336425781,11.635981559753418
21,0.3,0.13582268707892475,0.13582268707892475,0.0,0.2007764309644699,0.2007764309644699,0.0,11.177705764770508,11.04763412475586,20.433685302734375,16.665971755981445,15.237532615661621
22,0.3,0.14793305756414638,0.14793305756414638,0.0,0.19778159856796265,0.19778159856796265,0.0,11.23466682434082,10.82280158996582,13.79953384399414,18.9178466796875,13.097113609313965
23,0.3,0.13805973047719283,0.13805973047719283,0.0,0.19615236818790435,0.19615236818790435,0.0,13.27783203125,11.077069282531738,15.371031761169434,18.30438804626465,14.521821975708008
24,0.3,0.124410760753295,0.124410760753295,0.0,0.1909832239151001,0.1909832239151001,0.0,12.336036682128906,11.353754997253418,15.193909645080566,16.495800018310547,12.87584400177002
25,0.3,0.1267514062278411,0.1267514062278411,0.0,0.2037813901901245,0.2037813901901245,0.0,16.33254051208496,11.43747615814209,14.849953651428223,21.67594337463379,15.28896713256836
26,0.3,0.12437313225339441,0.12437313225339441,0.0,0.20077129304409028,0.20077129304409028,0.0,12.891280174255371,12.221627235412598,14.30690860748291,19.79848289489746,13.496732711791992
27,0.3,0.12118547234465094,0.12118547234465094,0.0,0.19403597414493562,0.19403597414493562,0.0,13.651405334472656,11.155061721801758,17.37059783935547,19.473102569580078,13.813149452209473
28,0.3,0.11037744231083814,0.11037744231083814,0.0,0.1915258139371872,0.1915258139371872,0.0,15.4761381149292,10.955180168151855,13.856201171875,15.247010231018066,12.822622299194336
29,0.3,0.11072169156635508,0.11072169156635508,0.0,0.17935827374458313,0.17935827374458313,0.0,12.924896240234375,10.90916919708252,10.114167213439941,14.289839744567871,9.827337265014648
30,0.3,0.1093885646585156,0.1093885646585156,0.0,0.189546662569046,0.189546662569046,0.0,14.130491256713867,11.212237358093262,12.213592529296875,16.473896026611328,9.938892364501953
31,0.3,0.10312032524277182,0.10312032524277182,0.0,0.1846809893846512,0.1846809893846512,0.0,13.64843463897705,11.105451583862305,10.510794639587402,14.210482597351074,11.743191719055176
32,0.3,0.09821400046348572,0.09821400046348572,0.0,0.18988644778728486,0.18988644778728486,0.0,13.436129570007324,11.427711486816406,10.2450532913208,17.273574829101562,11.17998218536377
33,0.3,0.10726301547359018,0.10726301547359018,0.0,0.1900728851556778,0.1900728851556778,0.0,12.898787498474121,11.22083854675293,11.8812255859375,16.328943252563477,13.0546293258667
34,0.3,0.09838847640682669,0.09838847640682669,0.0,0.18896108269691467,0.18896108269691467,0.0,13.579177856445312,11.016324043273926,13.644002914428711,15.499244689941406,10.915839195251465
35,0.3,0.10138464193133746,0.10138464193133746,0.0,0.17956747114658356,0.17956747114658356,0.0,14.10106372833252,10.837477684020996,9.956857681274414,12.865010261535645,9.500639915466309
36,0.3,0.10543195333550959,0.10543195333550959,0.0,0.17537382990121841,0.17537382990121841,0.0,12.59708309173584,10.720998764038086,10.372221946716309,14.327068328857422,10.199973106384277
37,0.3,0.09160164765575353,0.09160164765575353,0.0,0.1776818037033081,0.1776818037033081,0.0,12.162313461303711,10.682374954223633,13.889104843139648,13.155139923095703,11.95944881439209
38,0.3,0.08820305414059583,0.08820305414059583,0.0,0.17919323742389678,0.17919323742389678,0.0,12.182265281677246,10.518969535827637,9.64316177368164,17.271638870239258,11.38049602508545
39,0.3,0.09029601886868477,0.09029601886868477,0.0,0.18712656795978547,0.18712656795978547,0.0,12.48324966430664,10.66537094116211,15.259689331054688,15.037445068359375,14.097614288330078
40,0.3,0.08708142050925423,0.08708142050925423,0.0,0.18028719127178192,0.18028719127178192,0.0,15.143948554992676,10.69081974029541,9.97372817993164,14.405353546142578,11.453570365905762
41,0.3,0.09370550688575296,0.09370550688575296,0.0,0.18025410622358323,0.18025410622358323,0.0,12.87153434753418,10.726412773132324,13.368834495544434,14.382744789123535,11.448382377624512
42,0.3,0.0905569901361185,0.0905569901361185,0.0,0.1777177631855011,0.1777177631855011,0.0,14.237149238586426,10.59203815460205,11.41856575012207,15.11811637878418,12.086012840270996
43,0.3,0.0915632184375735,0.0915632184375735,0.0,0.1738319769501686,0.1738319769501686,0.0,13.20227336883545,10.583704948425293,11.48089599609375,14.02203369140625,11.712897300720215
44,0.3,0.08731884596978917,0.08731884596978917,0.0,0.1738402247428894,0.1738402247428894,0.0,13.197731971740723,10.606180191040039,11.941895484924316,13.999932289123535,12.057767868041992
45,0.3,0.08175861769739319,0.08175861769739319,0.0,0.17176665216684342,0.17176665216684342,0.0,13.845224380493164,10.32233715057373,11.062385559082031,13.896035194396973,11.678397178649902
46,0.3,0.0853639036855277,0.0853639036855277,0.0,0.17012698501348494,0.17012698501348494,0.0,14.418527603149414,10.409470558166504,11.063074111938477,13.135666847229004,11.513615608215332
47,0.3,0.08108288400313433,0.08108288400313433,0.0,0.17332184314727783,0.17332184314727783,0.0,12.686859130859375,10.323554039001465,12.487154960632324,14.025409698486328,12.830809593200684
48,0.3,0.07680923513629857,0.07680923513629857,0.0,0.1697235122323036,0.1697235122323036,0.0,12.109535217285156,10.423542022705078,12.59508228302002,14.634184837341309,13.228342056274414
49,0.3,0.0811428613960743,0.0811428613960743,0.0,0.17006664127111434,0.17006664127111434,0.0,12.140612602233887,10.57837200164795,12.546341896057129,13.679984092712402,13.09311294555664
